Date	Month	Channel	Owner	Brand	Pack Size	Pack Type	SKU	Price Tier	Unit Sales	Sales Value	Distribution	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit	Unit Sales Monthly Change	Sales Value Monthly Change	Distribution Monthly Change	Cost of Sales Monthly Change	Price Monthly Change	Gross Profit Monthly Change	Indirect Costs Monthly Change	Operating Profit Monthly Change
2/13/2015	Feb-15	502  SOUTHGATE AVE	RESIDENTIAL CONDO	3	NASHVILLE	2/13/2015	2	Feb	399.9	2015	1	399900	399.9	20150219-0014257	No	No	0.3999							
2/13/2015	Feb-15	301  COLLIER AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	75	2015	1	75000	75	20150227-0017042	No	No	0.075							
2/13/2015	Feb-15	515  INWOOD DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	193	2015	1	193000	193	20150218-0014143	No	No	0.193							
2/13/2015	Feb-15	4900  MILLERWOOD DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	174.9	2015	1	174900	174.9	20150220-0014688	No	No	0.1749							
2/13/2015	Feb-15	715  APPLE CT	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	37	2015	1	37000	37	20150220-0014846	No	No	0.037							
2/13/2015	Feb-15	5640  CLOVERMEADE DR	SINGLE FAMILY		BRENTWOOD	2/13/2015	2	Feb	444.25	2015	1	444250	444.25	20150224-0015748	No	No	0.44425							
2/13/2015	Feb-15	1712  BOXWOOD DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	315.78	2015	1	315780	315.78	20150220-0014651	No	No	0.31578							
2/13/2015	Feb-15	8421  CALLABEE WAY	RESIDENTIAL CONDO	4	ANTIOCH	2/13/2015	2	Feb	118.9	2015	1	118900	118.9	20150223-0015298	No	No	0.1189							
2/13/2015	Feb-15	5125  ANDER DR	SINGLE FAMILY		BRENTWOOD	2/13/2015	2	Feb	223.899	2015	1	223899	223.899	20150218-0014163	No	No	0.223899							
2/13/2015	Feb-15	2603  BATAVIA ST	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	65	2015	2	65000	65	20150225-0015932	No	Yes	0.065							
2/13/2015	Feb-15	807  18TH AVE S	RESIDENTIAL CONDO	410	NASHVILLE	2/13/2015	2	Feb	238	2015	2	238000	238	20150225-0016279	No	No	0.238							
2/13/2015	Feb-15	4900  IDAHO AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	528	2015	2	528000	528	20150220-0014787	No	No	0.528							
2/13/2015	Feb-15	3505 A  WRENWOOD DR	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	424.9	2015	2	424900	424.9	20150223-0015534	No	No	0.4249							
2/13/2015	Feb-15	404 B  THERESA AVE	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	399.999	2015	2	399999	399.999	20150220-0014907	No	No	0.399999							
2/13/2015	Feb-15	310  ROSE HALL	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	276	2015	2	276000	276	20150218-0014136	No	No	0.276							
2/13/2015	Feb-15	2703  ACKLEN AVE	DUPLEX		NASHVILLE	2/13/2015	2	Feb	332	2015	2	332000	332	20150218-0013728	No	No	0.332							
2/13/2015	Feb-15	702  WEDGEWOOD PARK	RESIDENTIAL CONDO	504	NASHVILLE	2/13/2015	2	Feb	215	2015	2	215000	215	20150218-0014175	No	No	0.215							
2/13/2015	Feb-15	2211 A  11TH AVE S	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	576.4	2015	2	576400	576.4	20150218-0014204	No	No	0.5764							
2/13/2015	Feb-15	135  KENNER AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	325	2015	2	325000	325	20150220-0014722	No	No	0.325							
2/13/2015	Feb-15	3721  WOODMONT BLVD	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	1950	2015	2	1950000	1950	20150220-0014743	No	No	1.95							
2/13/2015	Feb-15	3000  HILLSBORO PIKE	RESIDENTIAL CONDO	31	NASHVILLE	2/13/2015	2	Feb	200	2015	2	200000	200	20150224-0015764	No	No	0.2							
2/13/2015	Feb-15	7252  HIGHWAY 70  S	RESIDENTIAL CONDO	1603	NASHVILLE	2/13/2015	2	Feb	184.5	2015	2	184500	184.5	20150220-0014785	No	No	0.1845							
2/13/2015	Feb-15	613  HARPETH PKWY E	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	200	2015	2	200000	200	20150218-0014172	No	No	0.2							
2/13/2015	Feb-15	1710  DR D B TODD JR BLVD	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	44.5	2015	3	44500	44.5	20150218-0013602	No	No	0.0445							
2/13/2015	Feb-15	743  CROLEY DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	169	2015	3	169000	169	20150219-0014430	No	No	0.169							
2/13/2015	Feb-15	906  DELRAY DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	120	2015	3	120000	120	20150218-0014209	No	No	0.12							
2/13/2015	Feb-15	4403 A  GEORGIA AVE	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	235	2015	3	235000	235	20150220-0014585	No	No	0.235							
2/13/2015	Feb-15	208  WESLEY CT	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	247.82	2015	3	247820	247.82	20150218-0013701	No	No	0.24782							
2/13/2015	Feb-15	1710  DR D B TODD JR BLVD	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	44.5	2015	3	44500	44.5	20150218-0013602	No	No	0.0445							
2/13/2015	Feb-15	743  CROLEY DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	169	2015	3	169000	169	20150219-0014430	No	No	0.169							
2/13/2015	Feb-15	906  DELRAY DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	120	2015	3	120000	120	20150218-0014209	No	No	0.12							
2/13/2015	Feb-15	4403 A  GEORGIA AVE	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	235	2015	3	235000	235	20150220-0014585	No	No	0.235							
2/13/2015	Feb-15	208  WESLEY CT	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	247.82	2015	3	247820	247.82	20150218-0013701	No	No	0.24782							
2/13/2015	Feb-15	4333  SHADY DALE RD	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	245	2015	4	245000	245	20150218-0014084	No	No	0.245							
2/13/2015	Feb-15	2212  COURTNEY AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	75	2015	4	75000	75	20150223-0015097	No	No	0.075							
2/13/2015	Feb-15	1127  TUCKAHOE DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	171.444	2015	5	171444	171.444	20150218-0013786	No	No	0.171444							
2/13/2015	Feb-15	629  E VAILVIEW CT	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	149	2015	5	149000	149	20150224-0015759	No	No	0.149							
2/13/2015	Feb-15	617  MONTICELLO CT	SINGLE FAMILY		MADISON	2/13/2015	2	Feb	169.9	2015	6	169900	169.9	20150223-0015124	No	No	0.1699							
2/13/2015	Feb-15	4112  EDWARDS AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	165	2015	6	165000	165	20150220-0014778	No	No	0.165							
2/13/2015	Feb-15	1248  SUNNYMEADE DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	100	2015	6	100000	100	20150223-0015505	No	No	0.1							
2/13/2015	Feb-15	129  EASTMORELAND ST	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	178	2015	6	178000	178	20150220-0014800	No	No	0.178							
2/13/2015	Feb-15	1314  PENNOCK AVE	DUPLEX		NASHVILLE	2/13/2015	2	Feb	124	2015	6	124000	124	20150223-0015578	No	No	0.124							
2/13/2015	Feb-15	1124  CHESTER AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	190	2015	6	190000	190	20150213-0013598	No	No	0.19							
2/13/2015	Feb-15	CAHAL AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	185	2015	6	185000	185	20150225-0016135	No	No	0.185							
2/13/2015	Feb-15	1932  VALLEY PARK DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	167	2015	6	167000	167	20150218-0013624	No	No	0.167							
2/13/2015	Feb-15	829  SEYMOUR AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	139.9	2015	6	139900	139.9	20150220-0014936	No	No	0.1399							
2/13/2015	Feb-15	807  N 2ND ST	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	206.5	2015	6	206500	206.5	20150219-0014551	No	No	0.2065							
2/13/2015	Feb-15	718  STRICKLAND DR	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	305	2015	6	305000	305	20150220-0014861	No	No	0.305							
2/13/2015	Feb-15	1419  GREENWOOD AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	215	2015	6	215000	215	20150220-0014735	No	No	0.215							
2/13/2015	Feb-15	1305  FORREST AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	380	2015	6	380000	380	20150226-0016555	No	No	0.38							
2/13/2015	Feb-15	1314  LILLIAN ST	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	431	2015	6	431000	431	20150220-0014789	No	No	0.431							
2/13/2015	Feb-15	1406 A  BOSCOBEL ST	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	425	2015	6	425000	425	20150220-0014692	No	No	0.425							
2/13/2015	Feb-15	700  S 14TH ST	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	453.417	2015	6	453417	453.417	20150218-0014120	No	No	0.453417							
2/13/2015	Feb-15	1708  ELECTRIC AVE	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	105	2015	6	105000	105	20150225-0016349	No	No	0.105							
2/13/2015	Feb-15	216  HIDDEN CT	SINGLE FAMILY		OLD HICKORY	2/13/2015	2	Feb	309.9	2015	7	309900	309.9	20150220-0014679	No	No	0.3099							
2/13/2015	Feb-15	4861  BIG HORN DR	SINGLE FAMILY		OLD HICKORY	2/13/2015	2	Feb	150	2015	7	150000	150	20150223-0015103	No	No	0.15							
2/13/2015	Feb-15	1529  MARKET SQ	SINGLE FAMILY		HERMITAGE	2/13/2015	2	Feb	152	2015	7	152000	152	20150218-0014116	No	No	0.152							
2/13/2015	Feb-15	3124  HARBORWOOD DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	230	2015	8	230000	230	20150218-0013646	No	No	0.23							
2/13/2015	Feb-15	934  DRUMMOND DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	139	2015	8	139000	139	20150218-0013634	No	No	0.139							
2/13/2015	Feb-15	428  GLENPARK DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	138	2015	8	138000	138	20150218-0013804	No	No	0.138							
2/13/2015	Feb-15	1129  RANSOM WAY	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	118.9	2015	8	118900	118.9	20150224-0015807	No	No	0.1189							
2/13/2015	Feb-15	1979  NASHBORO BLVD	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	119	2015	8	119000	119	20150220-0014796	No	No	0.119							
2/13/2015	Feb-15	2837  RADER RIDGE CT	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	160	2015	8	160000	160	20150223-0015514	No	No	0.16							
2/13/2015	Feb-15	1005  ESTURBRIDGE CT	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	180	2015	8	180000	180	20150213-0013547	No	No	0.18							
2/13/2015	Feb-15	452  OWENDALE DR	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	140	2015	8	140000	140	20150224-0015741	No	No	0.14							
2/13/2015	Feb-15	3313  CALAIS CIR	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	134.5	2015	8	134500	134.5	20150220-0014659	No	No	0.1345							
2/13/2015	Feb-15	1808  HILLPOINT CIR	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	174	2015	8	174000	174	20150224-0015745	No	No	0.174							
2/13/2015	Feb-15	813  POINT BREAK CR S	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	123.6	2015	8	123600	123.6	20150220-0014718	No	No	0.1236							
2/13/2015	Feb-15	3848  ROUND ROCK DR	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	152	2015	8	152000	152	20150220-0014969	No	No	0.152							
2/13/2015	Feb-15	3124  HARBORWOOD DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	230	2015	8	230000	230	20150218-0013646	No	No	0.23							
2/13/2015	Feb-15	934  DRUMMOND DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	139	2015	8	139000	139	20150218-0013634	No	No	0.139							
2/13/2015	Feb-15	428  GLENPARK DR	SINGLE FAMILY		NASHVILLE	2/13/2015	2	Feb	138	2015	8	138000	138	20150218-0013804	No	No	0.138							
2/13/2015	Feb-15	1129  RANSOM WAY	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	118.9	2015	8	118900	118.9	20150224-0015807	No	No	0.1189							
2/13/2015	Feb-15	1979  NASHBORO BLVD	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	119	2015	8	119000	119	20150220-0014796	No	No	0.119							
2/13/2015	Feb-15	2837  RADER RIDGE CT	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	160	2015	8	160000	160	20150223-0015514	No	No	0.16							
2/13/2015	Feb-15	1005  ESTURBRIDGE CT	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	180	2015	8	180000	180	20150213-0013547	No	No	0.18							
2/13/2015	Feb-15	452  OWENDALE DR	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	140	2015	8	140000	140	20150224-0015741	No	No	0.14							
2/13/2015	Feb-15	3313  CALAIS CIR	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	134.5	2015	8	134500	134.5	20150220-0014659	No	No	0.1345							
2/13/2015	Feb-15	1808  HILLPOINT CIR	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	174	2015	8	174000	174	20150224-0015745	No	No	0.174							
2/13/2015	Feb-15	813  POINT BREAK CR S	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	123.6	2015	8	123600	123.6	20150220-0014718	No	No	0.1236							
2/13/2015	Feb-15	3848  ROUND ROCK DR	SINGLE FAMILY		ANTIOCH	2/13/2015	2	Feb	152	2015	8	152000	152	20150220-0014969	No	No	0.152							
2/13/2015	Feb-15	825  3RD AVE N	RESIDENTIAL CONDO		NASHVILLE	2/13/2015	2	Feb	388	2015	9	388000	388	20150218-0013642	No	No	0.388							
2/13/2015	Feb-15	700  CHURCH ST	RESIDENTIAL CONDO	1206	NASHVILLE	2/13/2015	2	Feb	256	2015	9	256000	256	20150218-0014100	No	No	0.256							
2/13/2015	Feb-15	239  5TH AVE N	RESIDENTIAL CONDO	604	NASHVILLE	2/13/2015	2	Feb	445	2015	9	445000	445	20150220-0014856	No	No	0.445							
2/13/2015	Feb-15	1212  LAUREL ST	RESIDENTIAL CONDO	1215	NASHVILLE	2/13/2015	2	Feb	586.55	2015	9	586550	586.55	20150220-0014941	No	No	0.58655							
2/14/2015	Feb-15	907  BROADMOOR DR	SINGLE FAMILY		NASHVILLE	2/14/2015	2	Feb	87	2015	6	87000	87	20150223-0015091	No	No	0.087							
2/16/2015	Feb-15	277  GLENSTONE CIR	RESIDENTIAL CONDO		BRENTWOOD	2/16/2015	2	Feb	190	2015	1	190000	190	20150244-0015651	No	No	0.19							
2/16/2015	Feb-15	3700  ESTES RD	SINGLE FAMILY		NASHVILLE	2/16/2015	2	Feb	662	2015	2	662000	662	20150218-0013795	No	No	0.662							
2/16/2015	Feb-15	824 B  HORNER AVE	RESIDENTIAL CONDO		NASHVILLE	2/16/2015	2	Feb	558	2015	2	558000	558	20150220-0014878	No	No	0.558							
2/16/2015	Feb-15	104  WINDSOR DR	SINGLE FAMILY		NASHVILLE	2/16/2015	2	Feb	1350	2015	2	1350000	1350	20150209-0011947	No	No	1.35							
2/17/2015	Feb-15	713  EVENING AVE	SINGLE FAMILY		ANTIOCH	2/17/2015	2	Feb	230	2015	1	230000	230	20150219-0014487	No	No	0.23							
2/17/2015	Feb-15	705  WESLEYWOOD DR	SINGLE FAMILY		NASHVILLE	2/17/2015	2	Feb	437.6	2015	2	437600	437.6	20150220-0014709	No	No	0.4376							
2/17/2015	Feb-15	7029  STILL SPRING HOLLOW DR	SINGLE FAMILY		NASHVILLE	2/17/2015	2	Feb	310	2015	2	310000	310	20150225-0016261	No	No	0.31							
2/17/2015	Feb-15	5025  HILLSBORO PIKE	RESIDENTIAL CONDO	18-L	NASHVILLE	2/17/2015	2	Feb	197	2015	2	197000	197	20150220-0014809	No	No	0.197							
2/17/2015	Feb-15	907  DORSET DR	SINGLE FAMILY		BRENTWOOD	2/17/2015	2	Feb	1345	2015	2	1345000	1345	20150220-0014583	No	No	1.345							
2/17/2015	Feb-15	1806  15TH AVE N	SINGLE FAMILY		NASHVILLE	2/17/2015	2	Feb	65	2015	3	65000	65	20150223-0015122	No	No	0.065							
2/17/2015	Feb-15	713  44TH AVE N	RESIDENTIAL CONDO		NASHVILLE	2/17/2015	2	Feb	319.9	2015	3	319900	319.9	20150224-0015655	No	No	0.3199							
2/17/2015	Feb-15	1806  15TH AVE N	SINGLE FAMILY		NASHVILLE	2/17/2015	2	Feb	65	2015	3	65000	65	20150223-0015122	No	No	0.065							
2/17/2015	Feb-15	713  44TH AVE N	RESIDENTIAL CONDO		NASHVILLE	2/17/2015	2	Feb	319.9	2015	3	319900	319.9	20150224-0015655	No	No	0.3199							
2/17/2015	Feb-15	752  SHANDALE DR	SINGLE FAMILY		MADISON	2/17/2015	2	Feb	125.5	2015	6	125500	125.5	20150220-0014720	No	No	0.1255							
2/17/2015	Feb-15	4001 B  BURRUS ST	SINGLE FAMILY		NASHVILLE	2/17/2015	2	Feb	368.5	2015	6	368500	368.5	20150218-0014017	No	No	0.3685							
2/17/2015	Feb-15	1800  TAMMANY DR	SINGLE FAMILY		NASHVILLE	2/17/2015	2	Feb	128	2015	6	128000	128	20150219-0014557	No	No	0.128							
2/17/2015	Feb-15	1507  STRATTON AVE	SINGLE FAMILY		NASHVILLE	2/17/2015	2	Feb	439	2015	6	439000	439	20150219-0014432	No	No	0.439							
2/17/2015	Feb-15	1519  RUSSELL ST	SINGLE FAMILY		NASHVILLE	2/17/2015	2	Feb	529.9	2015	6	529900	529.9	20150220-0014946	No	No	0.5299							
2/17/2015	Feb-15	2005  LYNMEADE DR	SINGLE FAMILY		NASHVILLE	2/17/2015	2	Feb	56	2015	7	56000	56	20150226-0016497	No	No	0.056							
2/17/2015	Feb-15	1006  DRUMMOND DR	DUPLEX		NASHVILLE	2/17/2015	2	Feb	80	2015	8	80000	80	20150218-0014086	No	No	0.08							
2/17/2015	Feb-15	1006  DRUMMOND DR	DUPLEX		NASHVILLE	2/17/2015	2	Feb	80	2015	8	80000	80	20150218-0014086	No	No	0.08							
2/17/2015	Feb-15	1350  ROSA L PARKS BLVD	RESIDENTIAL CONDO	255	NASHVILLE	2/17/2015	2	Feb	188.5	2015	9	188500	188.5	20150220-0014865	No	No	0.1885							
2/18/2015	Feb-15	2921  WINGATE AVE	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	185	2015	1	185000	185	20150220-0014849	No	No	0.185							
2/18/2015	Feb-15	491  HOGAN RD	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	399.5	2015	1	399500	399.5	20150224-0015840	No	No	0.3995							
2/18/2015	Feb-15	2317  SOMERSET VALLEY DR	SINGLE FAMILY		ANTIOCH	2/18/2015	2	Feb	222.365	2015	1	222365	222.365	20150223-0015306	No	No	0.222365							
2/18/2015	Feb-15	4225  HARDING PIKE	RESIDENTIAL CONDO	607	NASHVILLE	2/18/2015	2	Feb	155	2015	2	155000	155	20150225-0016057	No	No	0.155							
2/18/2015	Feb-15	935  RODNEY DR	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	275	2015	2	275000	275	20150223-0015438	No	No	0.275							
2/18/2015	Feb-15	940  GALE LN	RESIDENTIAL CONDO	107	NASHVILLE	2/18/2015	2	Feb	243	2015	2	243000	243	20150223-0015191	No	No	0.243							
2/18/2015	Feb-15	230  HARDING PL	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	590	2015	2	590000	590	20150220-0014684	No	No	0.59							
2/18/2015	Feb-15	1301  GENERAL GEORGE PATTON RD	RESIDENTIAL CONDO		NASHVILLE	2/18/2015	2	Feb	189	2015	2	189000	189	20150223-0015483	No	No	0.189							
2/18/2015	Feb-15	1813  KINGSBURY DR	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	524.9	2015	2	524900	524.9	20150219-0014420	No	No	0.5249							
2/18/2015	Feb-15	501  FOUNDRY DR	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	208	2015	3	208000	208	20150223-0015576	No	No	0.208							
2/18/2015	Feb-15	309  DOGWOOD TRL	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	303	2015	3	303000	303	20150224-0015662	No	No	0.303							
2/18/2015	Feb-15	501  FOUNDRY DR	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	208	2015	3	208000	208	20150223-0015576	No	No	0.208							
2/18/2015	Feb-15	309  DOGWOOD TRL	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	303	2015	3	303000	303	20150224-0015662	No	No	0.303							
2/18/2015	Feb-15	1123  SUNNYMEADE DR	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	240	2015	6	240000	240	20150225-0016132	No	No	0.24							
2/18/2015	Feb-15	3900  OXFORD ST	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	309.9	2015	6	309900	309.9	20150220-0014863	No	No	0.3099							
2/18/2015	Feb-15	1410  STRAIGHTWAY AVE	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	169.9	2015	6	169900	169.9	20150219-0014417	No	No	0.1699							
2/18/2015	Feb-15	1319  CHESTER AVE	DUPLEX		NASHVILLE	2/18/2015	2	Feb	155	2015	6	155000	155	20150223-0015194	No	No	0.155							
2/18/2015	Feb-15	2403 A  HIMES DR	RESIDENTIAL CONDO		NASHVILLE	2/18/2015	2	Feb	359.9	2015	6	359900	359.9	20150224-0015668	No	No	0.3599							
2/18/2015	Feb-15	1420  SEVIER CT	SINGLE FAMILY		NASHVILLE	2/18/2015	2	Feb	115	2015	6	115000	115	20150223-0015457	No	No	0.115							
2/18/2015	Feb-15	108  WINDCHASE RUN	SINGLE FAMILY		HERMITAGE	2/18/2015	2	Feb	210	2015	8	210000	210	20150225-0016199	No	No	0.21							
2/18/2015	Feb-15	3140  COUNTRY MEADOW RD	SINGLE FAMILY		ANTIOCH	2/18/2015	2	Feb	145	2015	8	145000	145	20150223-0015167	No	No	0.145							
2/18/2015	Feb-15	108  WINDCHASE RUN	SINGLE FAMILY		HERMITAGE	2/18/2015	2	Feb	210	2015	8	210000	210	20150225-0016199	No	No	0.21							
2/18/2015	Feb-15	3140  COUNTRY MEADOW RD	SINGLE FAMILY		ANTIOCH	2/18/2015	2	Feb	145	2015	8	145000	145	20150223-0015167	No	No	0.145							
2/18/2015	Feb-15	902 A  CHEATHAM PL	RESIDENTIAL CONDO		NASHVILLE	2/18/2015	2	Feb	253	2015	9	253000	253	20150220-0014874	No	No	0.253							
2/18/2015	Feb-15	1212  LAUREL ST	RESIDENTIAL CONDO	403	NASHVILLE	2/18/2015	2	Feb	275	2015	9	275000	275	20150220-0014938	No	No	0.275							
2/18/2015	Feb-15	600  12TH AVE S	RESIDENTIAL CONDO	709	NASHVILLE	2/18/2015	2	Feb	255	2015	9	255000	255	20150226-0016560	No	No	0.255							
2/19/2015	Feb-15	122  NORTHCREST COMMONS CIR	RESIDENTIAL CONDO		NASHVILLE	2/19/2015	2	Feb	160	2015	1	160000	160	20150225-0016050	No	No	0.16							
2/19/2015	Feb-15	1501  HUNTERS BRANCH RD	SINGLE FAMILY		ANTIOCH	2/19/2015	2	Feb	154.5	2015	1	154500	154.5	20150223-0015312	No	No	0.1545							
2/19/2015	Feb-15	7851  HEATON WAY	SINGLE FAMILY		NASHVILLE	2/19/2015	2	Feb	158	2015	1	158000	158	20150223-0015455	No	No	0.158							
2/19/2015	Feb-15	640  SUGAR MILL DR	SINGLE FAMILY		NASHVILLE	2/19/2015	2	Feb	232.184	2015	1	232184	232.184	20150224-0015771	No	No	0.232184							
2/19/2015	Feb-15	2221  BLAKE DR	SINGLE FAMILY		NASHVILLE	2/19/2015	2	Feb	312.9	2015	1	312900	312.9	20150219-0014580	No	No	0.3129							
2/19/2015	Feb-15	7453  TARMAC WAY	SINGLE FAMILY		NASHVILLE	2/19/2015	2	Feb	229	2015	1	229000	229	20150224-0015801	No	No	0.229							
2/19/2015	Feb-15	320  OLD HICKORY BLVD	RESIDENTIAL CONDO	2904	NASHVILLE	2/19/2015	2	Feb	262.35	2015	2	262350	262.35	20150223-0015272	No	No	0.26235							
2/19/2015	Feb-15	1115  WOODBURY FALLS CT	RESIDENTIAL CONDO		NASHVILLE	2/19/2015	2	Feb	228.204	2015	2	228204	228.204	20150225-0016055	No	No	0.228204							
2/19/2015	Feb-15	6203  NEW YORK AVE	SINGLE FAMILY		NASHVILLE	2/19/2015	2	Feb	116	2015	3	116000	116	20150223-0015491	No	No	0.116							
2/19/2015	Feb-15	6203  NEW YORK AVE	SINGLE FAMILY		NASHVILLE	2/19/2015	2	Feb	116	2015	3	116000	116	20150223-0015491	No	No	0.116							
2/19/2015	Feb-15	3076  RICHMOND HILL DR	SINGLE FAMILY		NASHVILLE	2/19/2015	2	Feb	145	2015	5	145000	145	20150224-0015845	No	No	0.145							
2/19/2015	Feb-15	1140  GREENFIELD AVE	SINGLE FAMILY		NASHVILLE	2/19/2015	2	Feb	574.9	2015	6	574900	574.9	20150225-0016035	No	Yes	0.5749							
2/19/2015	Feb-15	413  HART AVE	SINGLE FAMILY		NASHVILLE	2/19/2015	2	Feb	284.5	2015	6	284500	284.5	20150220-0014872	No	No	0.2845							
2/19/2015	Feb-15	906  S 14TH ST	SINGLE FAMILY		NASHVILLE	2/19/2015	2	Feb	121	2015	6	121000	121	20150223-0015567	No	No	0.121							
2/19/2015	Feb-15	1007  CLARKE ST	SINGLE FAMILY		OLD HICKORY	2/19/2015	2	Feb	150	2015	7	150000	150	20150223-0015481	No	No	0.15							
2/19/2015	Feb-15	428  OWENDALE DR	SINGLE FAMILY		ANTIOCH	2/19/2015	2	Feb	136.5	2015	8	136500	136.5	20150219-0014520	No	No	0.1365							
2/19/2015	Feb-15	428  OWENDALE DR	SINGLE FAMILY		ANTIOCH	2/19/2015	2	Feb	136.5	2015	8	136500	136.5	20150219-0014520	No	No	0.1365							
2/19/2015	Feb-15	301  DEMONBREUN ST	RESIDENTIAL CONDO	808	NASHVILLE	2/19/2015	2	Feb	275	2015	9	275000	275	20150225-0016042	No	No	0.275							
2/19/2015	Feb-15	1212  LAUREL ST	RESIDENTIAL CONDO	1415	NASHVILLE	2/19/2015	2	Feb	603.929	2015	9	603929	603.929	20150223-0015592	No	No	0.603929							
2/20/2015	Feb-15	5000  WHISPERING HILLS CT	SINGLE FAMILY		NASHVILLE	2/20/2015	2	Feb	216.5	2015	1	216500	216.5	20150224-0015723	No	No	0.2165							
