Date	Month	Channel	Owner	Zone	Sales Value	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit
11/12/2015	15-Nov	SINGLE FAMILY	12  WILLIS ST 	4		101000	101			No
11/12/2015	15-Nov	SINGLE FAMILY	3199  LAGRANGE DR 	4		53797	53.797			No
11/12/2015	15-Nov	SINGLE FAMILY	3199  LAGRANGE DR 	4		65258	65.258			No
11/12/2015	15-Nov	SINGLE FAMILY	601  OLD HICKORY BLVD 	6		254900	254.9			No
11/12/2015	15-Nov	SINGLE FAMILY	334  LANIER DR 	6		133900	133.9			No
11/12/2015	15-Nov	SINGLE FAMILY	1119  KIRKLAND AVE 	6		259900	259.9			No
11/12/2015	15-Nov	SINGLE FAMILY	1230  SHELTON AVE 	6		325000	325			No
11/12/2015	15-Nov	SINGLE FAMILY	1706  LITTON AVE 	6		210000	210			No
11/12/2015	15-Nov	SINGLE FAMILY	809  MITCHELL RD 	6		250900	250.9			No
11/12/2015	15-Nov	SINGLE FAMILY	405  LAWRENCE ST 	7		225900	225.9			No
11/12/2015	15-Nov	SINGLE FAMILY	708  STONE HEDGE DR 	7		149900	149.9			No
11/12/2015	15-Nov	SINGLE FAMILY	3324  CAIN HARBOR DR 	7		210000	210			No
11/12/2015	15-Nov	SINGLE FAMILY	616  HARDIN SHIRE DR 	7		162000	162			No
11/12/2015	15-Nov	SINGLE FAMILY	4012  HALLBOROUGH WAY 	8		220000	220			No
11/12/2015	15-Nov	SINGLE FAMILY	909  KIRBY AVE 	8		115000	115			No
11/12/2015	15-Nov	SINGLE FAMILY	3108  E LAKE DR 	8		85850	85.85			No
11/12/2015	15-Nov	SINGLE FAMILY	7375  OLE NOTTINGHAM DR 	8		143500	143.5			No
11/13/2015	15-Nov	SINGLE FAMILY	2415  BATAVIA ST 	2		73788	73.788			No
11/13/2015	15-Nov	SINGLE FAMILY	200  HILLWOOD BLVD 	2		1795000	1795			No
11/13/2015	15-Nov	SINGLE FAMILY	2207  18TH AVE S 	2		543600	543.6			No
11/13/2015	15-Nov	SINGLE FAMILY	750  ROYCROFT PL 	2		689900	689.9			No
11/13/2015	15-Nov	SINGLE FAMILY	767  RHONDA LN 	2		265000	265			No
11/13/2015	15-Nov	SINGLE FAMILY	613  GREEN PARK 	2		549900	549.9			No
11/13/2015	15-Nov	SINGLE FAMILY	6940  SOMERSET FARMS CIR 	2		200000	200			No
11/13/2015	15-Nov	SINGLE FAMILY	1715  ST LOUIS ST 	3		59375	59.375			No
11/13/2015	15-Nov	SINGLE FAMILY	 	3		180000	180			No
11/13/2015	15-Nov	SINGLE FAMILY	5411  TENNESSEE AVE 	3		220000	220			No
11/13/2015	15-Nov	SINGLE FAMILY	5413  TENNESSEE AVE 	3		220000	220			No
11/13/2015	15-Nov	SINGLE FAMILY	5417  KENTUCKY AVE 	3		395900	395.9			No
11/13/2015	15-Nov	SINGLE FAMILY	5403  TENNESSEE AVE 	3		220000	220			No
11/13/2015	15-Nov	SINGLE FAMILY	8433  ROLLING HILLS DR 	3		365000	365			No
11/13/2015	15-Nov	SINGLE FAMILY	3041  CARRINGTON PL 	4		261995	261.995			No
11/13/2015	15-Nov	SINGLE FAMILY	3348  WILLIAM BAILEY DR 	4		221413	221.413			No
11/13/2015	15-Nov	SINGLE FAMILY	1329  CHESHIRE DR 	5		172000	172			No
11/13/2015	15-Nov	SINGLE FAMILY	200  GREEN ACRES DR 	5		335000	335			No
11/13/2015	15-Nov	SINGLE FAMILY	302  PRINCE AVE 	6		79900	79.9			No
11/13/2015	15-Nov	SINGLE FAMILY	 	6		130000	130			No
11/13/2015	15-Nov	SINGLE FAMILY	908  BOSCOBEL ST 	6		470000	470			No
11/13/2015	15-Nov	SINGLE FAMILY	713  WILSONWOOD PL 	6		150000	150			No
11/13/2015	15-Nov	SINGLE FAMILY	406 B  RUDOLPH AVE 	6		469900	469.9			No
11/13/2015	15-Nov	SINGLE FAMILY	 	6		220000	220			No
11/13/2015	15-Nov	SINGLE FAMILY	2402  SELMA AVE 	7		110000	110			No
11/13/2015	15-Nov	SINGLE FAMILY	4273  VALLEY GROVE DR 	7		70025	70.025			No
11/13/2015	15-Nov	SINGLE FAMILY	2512  DAVID DR 	7		167500	167.5			No
11/13/2015	15-Nov	SINGLE FAMILY	713  BRAIDWOOD DR 	7		122700	122.7			No
11/13/2015	15-Nov	SINGLE FAMILY	3103  BOULDER PARK DR 	7		108100	108.1			No
11/13/2015	15-Nov	SINGLE FAMILY	2817  LAKESIDE MEADOWS CIR 	8		272828	272.828			No
11/13/2015	15-Nov	SINGLE FAMILY	2753  ALVIN SPERRY PASS 	8		302865	302.865			No
11/13/2015	15-Nov	SINGLE FAMILY	926  DRUMMOND DR 	8		145000	145			No
11/13/2015	15-Nov	SINGLE FAMILY	227  BELL RD 	8		127200	127.2			No
11/13/2015	15-Nov	SINGLE FAMILY	3125  GOODWIN DR 	8		189900	189.9			No
11/13/2015	15-Nov	SINGLE FAMILY	2305  ARBOR POINTE WAY 	8		361997	361.997			No
11/13/2015	15-Nov	SINGLE FAMILY	2557  OAK FOREST DR 	8		131000	131			No
11/13/2015	15-Nov	SINGLE FAMILY	208  LEGEND CT 	8		142900	142.9			No
11/13/2015	15-Nov	SINGLE FAMILY	709  WINCHESTER PL 	8		150000	150			No
11/13/2015	15-Nov	SINGLE FAMILY	3961  PEPPERWOOD DR 	8		150000	150			No
11/13/2015	15-Nov	SINGLE FAMILY	1106  JACKSON ST 	9		230000	230			No
11/15/2015	15-Nov	SINGLE FAMILY	913  14TH AVE S 	2		365000	365			No
11/16/2015	15-Nov	SINGLE FAMILY	412  EASTBORO DR 	2		125000	125			No
11/16/2015	15-Nov	SINGLE FAMILY	6413  LANSING DR 	2		389900	389.9			No
11/16/2015	15-Nov	SINGLE FAMILY	2834  WESTWOOD AVE 	2		269000	269			No
11/16/2015	15-Nov	SINGLE FAMILY	1830  PRIMROSE AVE 	2		495000	495			No
11/16/2015	15-Nov	SINGLE FAMILY	952  VAN LEER DR 	2		655730	655.73			No
11/16/2015	15-Nov	SINGLE FAMILY	5240  BEECH RIDGE RD 	2		304000	304			No
11/16/2015	15-Nov	SINGLE FAMILY	6316  CHICKERING WOODS DR 	2		529000	529			No
11/16/2015	15-Nov	SINGLE FAMILY	1534  14TH AVE N 	3		329900	329.9			No
11/16/2015	15-Nov	SINGLE FAMILY	5613  TENNESSEE AVE 	3		417000	417			No
11/16/2015	15-Nov	SINGLE FAMILY	6515  MARAUDER DR 	3		242000	242			No
11/16/2015	15-Nov	SINGLE FAMILY	304  WARRIOR RD 	6		62000	62			No
11/16/2015	15-Nov	SINGLE FAMILY	804  CANTON PASS 	6		137000	137			No
11/16/2015	15-Nov	SINGLE FAMILY	1800  WILSON CAMP CIR 	6		173000	173			No
11/16/2015	15-Nov	SINGLE FAMILY	301  BURLWOOD CT 	6		104000	104			No
11/16/2015	15-Nov	SINGLE FAMILY	1840  JOY CIR 	6		118140	118.14			No
11/16/2015	15-Nov	SINGLE FAMILY	1025  DOZIER PL 	6		337000	337			No
11/16/2015	15-Nov	SINGLE FAMILY	1522  RIVERSIDE DR 	6		245000	245			No
11/16/2015	15-Nov	SINGLE FAMILY	1915  BERKSHIRE DR 	6		216000	216			No
11/16/2015	15-Nov	SINGLE FAMILY	1216  PRESTON DR 	6		282500	282.5			No
11/16/2015	15-Nov	SINGLE FAMILY	2507  EASTLAND AVE 	6		225000	225			No
11/16/2015	15-Nov	SINGLE FAMILY	2605  COLBERT DR 	6		173469	173.469			No
11/16/2015	15-Nov	SINGLE FAMILY	1024  DONOHO DR 	7		184900	184.9			No
11/16/2015	15-Nov	SINGLE FAMILY	1125  CLEVELAND HALL BLVD 	7		414900	414.9			No
11/16/2015	15-Nov	SINGLE FAMILY	306  RISING SUN LN 	7		387500	387.5			No
11/16/2015	15-Nov	SINGLE FAMILY	2404  MELBOURNE DR 	7		187900	187.9			No
11/16/2015	15-Nov	SINGLE FAMILY	3429  PARKWOOD CT 	7		183000	183			No
11/17/2015	15-Nov	SINGLE FAMILY	 	2		365000	365			No
11/17/2015	15-Nov	SINGLE FAMILY	912  14TH AVE S 	2		289000	289			No
11/17/2015	15-Nov	SINGLE FAMILY	404  CHARLESGATE CT 	2		610000	610			No
11/17/2015	15-Nov	SINGLE FAMILY	 	2		562500	562.5			No
11/17/2015	15-Nov	SINGLE FAMILY	4311  PRESCOTT RD 	2		350000	350			No
11/17/2015	15-Nov	SINGLE FAMILY	1131  CRATER HILL DR 	2		860000	860			No
11/17/2015	15-Nov	SINGLE FAMILY	6205  MELBOURNE DR 	2		965000	965			No
11/17/2015	15-Nov	SINGLE FAMILY	6463  THUNDERBIRD DR 	3		165000	165			No
11/17/2015	15-Nov	SINGLE FAMILY	2200  COURTNEY AVE 	4		170000	170			No
11/17/2015	15-Nov	SINGLE FAMILY	2515  BRITTANY DR 	6		251500	251.5			No
11/17/2015	15-Nov	SINGLE FAMILY	101  PADDLEWHEEL CT 	7		149900	149.9			No
11/17/2015	15-Nov	SINGLE FAMILY	7006  BONNACREST DR 	7		109750	109.75			No
11/17/2015	15-Nov	SINGLE FAMILY	5946  COLCHESTER DR 	7		155001	155.001			No
11/17/2015	15-Nov	SINGLE FAMILY	6020  PORT JAMAICA DR 	8		310000	310			No
11/17/2015	15-Nov	SINGLE FAMILY	5316  MAST PT 	8		249900	249.9			No
11/17/2015	15-Nov	SINGLE FAMILY	2824  LAKESIDE MEADOWS CIR 	8		316071	316.071			No
11/17/2015	15-Nov	SINGLE FAMILY	2228  GRANNY WRIGHT LN 	8		165000	165			No
11/17/2015	15-Nov	SINGLE FAMILY	2932  STARBOARD DR 	8		160000	160			No
11/17/2015	15-Nov	SINGLE FAMILY	805  XAVIER CT 	8		144500	144.5			No
11/17/2015	15-Nov	SINGLE FAMILY	3020  ANDERSON RD 	8		172000	172			No
11/17/2015	15-Nov	SINGLE FAMILY	5353  SUNNYVALE DR 	8		172000	172			No
11/17/2015	15-Nov	SINGLE FAMILY	5445  HICKORY WOODS DR 	8		170000	170			No
11/18/2015	15-Nov	SINGLE FAMILY	 	2		395000	395			No
11/18/2015	15-Nov	SINGLE FAMILY	944  HARPETH BEND DR 	2		218900	218.9			No
11/18/2015	15-Nov	SINGLE FAMILY	7932  MEADOW VIEW DR 	2		500000	500			No
11/18/2015	15-Nov	SINGLE FAMILY	6009  PENNSYLVANIA AVE 	3		200000	200			No
11/18/2015	15-Nov	SINGLE FAMILY	 	3		140000	140			No
11/18/2015	15-Nov	SINGLE FAMILY	1769  HALEYS HOPE CT 	3		290000	290			No
11/18/2015	15-Nov	SINGLE FAMILY	3613  CUMBERLAND COVE CT 	4		223251	223.251			No
11/18/2015	15-Nov	SINGLE FAMILY	1122  SHELTON AVE 	6		385000	385			No
11/18/2015	15-Nov	SINGLE FAMILY	1009  CAROLYN AVE 	6		130000	130			No
11/18/2015	15-Nov	SINGLE FAMILY	 	6		235000	235			No
11/18/2015	15-Nov	SINGLE FAMILY	109  RINER DR 	7		88000	88			No
11/18/2015	15-Nov	SINGLE FAMILY	217  STEAMBOAT CT 	7		132000	132			No
11/18/2015	15-Nov	SINGLE FAMILY	813  CLEVELAND HALL CT 	7		60000	60			No
11/18/2015	15-Nov	SINGLE FAMILY	817  CLEVELAND HALL CT 	7		60000	60			No
11/18/2015	15-Nov	SINGLE FAMILY	500  DUTCHMANS DR 	7		150000	150			No
11/18/2015	15-Nov	SINGLE FAMILY	310  WOODBERRY DR 	7		246500	246.5			No
11/18/2015	15-Nov	SINGLE FAMILY	412  ANNAPOLIS CIR 	8		265000	265			No
11/18/2015	15-Nov	SINGLE FAMILY	2320  S GRAFTON CT 	8		163770	163.77			No
11/18/2015	15-Nov	SINGLE FAMILY	725  FRODO LN 	8		213500	213.5			No
11/19/2015	15-Nov	SINGLE FAMILY	2830  SUGARTREE RD 	2		400000	400			No
11/19/2015	15-Nov	SINGLE FAMILY	6640  JOCELYN HOLLOW RD 	2		429000	429			No
11/19/2015	15-Nov	SINGLE FAMILY	119  ALLENDALE DR 	2		384700	384.7			No
11/19/2015	15-Nov	SINGLE FAMILY	4313  LINDAWOOD DR 	2		765000	765			No
11/19/2015	15-Nov	SINGLE FAMILY	5300  MICHIGAN AVE 	3		282900	282.9			No
11/19/2015	15-Nov	SINGLE FAMILY	3206  TORBETT ST 	3		30000	30			No
11/19/2015	15-Nov	SINGLE FAMILY	113  SANITARIUM RD 	6		180000	180			No
11/19/2015	15-Nov	SINGLE FAMILY	1400  JEWEL ST 	6		180000	180			No
11/19/2015	15-Nov	SINGLE FAMILY	907  ELVIRA AVE 	6		140000	140			No
11/19/2015	15-Nov	SINGLE FAMILY	915  THOMAS AVE 	6		140000	140			No
11/19/2015	15-Nov	SINGLE FAMILY	 	6		225500	225.5			No
11/19/2015	15-Nov	SINGLE FAMILY	1600  DOUGLAS AVE 	6		411000	411			No
11/19/2015	15-Nov	SINGLE FAMILY	1302  CALVIN AVE 	6		475000	475			No
11/19/2015	15-Nov	SINGLE FAMILY	2321  BRITTANY DR 	6		265000	265			No
11/19/2015	15-Nov	SINGLE FAMILY	1520  LONG AVE 	6		240000	240			No
11/19/2015	15-Nov	SINGLE FAMILY	2422  VALE LN 	7		175000	175			No
11/19/2015	15-Nov	SINGLE FAMILY	4344  CENTRAL PIKE 	7		115000	115			No
11/19/2015	15-Nov	SINGLE FAMILY	3203  LAKELAND DR 	7		201500	201.5			No
11/19/2015	15-Nov	SINGLE FAMILY	5333  JOHN HAGAR RD 	8		265000	265			No
11/19/2015	15-Nov	SINGLE FAMILY	5405  MAINSAIL LN 	8		230000	230			No
11/19/2015	15-Nov	SINGLE FAMILY	1312  KERMIT DR 	8		104000	104			No
11/19/2015	15-Nov	SINGLE FAMILY	306  HONEYHILL DR 	8		124500	124.5			No
11/19/2015	15-Nov	SINGLE FAMILY	3705  WOOD BRIDGE CT 	8		182000	182			No
11/19/2015	15-Nov	SINGLE FAMILY	2704  STREAMFIRE CV 	8		160000	160			No
11/20/2015	15-Nov	SINGLE FAMILY	221  MOCKINGBIRD RD 	2		1350000	1350			No
11/20/2015	15-Nov	SINGLE FAMILY	1926  20TH AVE S 	2		575000	575			No
11/20/2015	15-Nov	SINGLE FAMILY	112  BONAVENTURE PL 	2		1100000	1100			No
11/20/2015	15-Nov	SINGLE FAMILY	3011  OAKLAND AVE 	2		395000	395			No
11/20/2015	15-Nov	SINGLE FAMILY	1001  GILMORE AVE 	2		699500	699.5			No
11/20/2015	15-Nov	SINGLE FAMILY	7809  DAN KESTNER CT 	2		270000	270			No
11/20/2015	15-Nov	SINGLE FAMILY	2013  LEEDS LN 	2		266025	266.025			No
11/20/2015	15-Nov	SINGLE FAMILY	704  BURLEIGH CT 	2		381000	381			No
11/20/2015	15-Nov	SINGLE FAMILY	1505  DAVENTRY CT 	2		390000	390			No
11/20/2015	15-Nov	SINGLE FAMILY	5261  GRANNY WHITE TRCE 	2		1300000	1300			No
11/20/2015	15-Nov	SINGLE FAMILY	2403  SEIFRIED ST 	3		42126	42.126			No
11/20/2015	15-Nov	SINGLE FAMILY	1917  28TH AVE N 	3		191000	191			No
11/20/2015	15-Nov	SINGLE FAMILY	1722  ARTHUR AVE 	3		340000	340			No
11/20/2015	15-Nov	SINGLE FAMILY	944  BORDEAUX PL 	4		247990	247.99			No
11/20/2015	15-Nov	SINGLE FAMILY	504  UTLEY DR 	5		196000	196			No
11/20/2015	15-Nov	SINGLE FAMILY	908  HIDDEN SPRINGS DR 	5		240000	240			No
11/20/2015	15-Nov	SINGLE FAMILY	806  DUE WEST AVE N 	5		45000	45			No
11/20/2015	15-Nov	SINGLE FAMILY	2024  LOMBARDIA LN 	6		138500	138.5			No
11/20/2015	15-Nov	SINGLE FAMILY	713  NIX PASS 	6		153000	153			No
11/20/2015	15-Nov	SINGLE FAMILY	1253  SHAWNEE RD 	6		155000	155			No
11/20/2015	15-Nov	SINGLE FAMILY	4615  GRINSTEAD PL 	6		235900	235.9			No
11/20/2015	15-Nov	SINGLE FAMILY	805  EVERGREEN TRL 	6		136000	136			No
11/20/2015	15-Nov	SINGLE FAMILY	2505  BETHWOOD DR 	6		157000	157			No
11/20/2015	15-Nov	SINGLE FAMILY	321  MARSHALL ST 	6		126000	126			No
11/20/2015	15-Nov	SINGLE FAMILY	917  CHICKASAW AVE 	6		217250	217.25			No
11/20/2015	15-Nov	SINGLE FAMILY	1404 C  LISCHEY AVE 	6		303000	303			No
11/20/2015	15-Nov	SINGLE FAMILY	1146  SHELTON AVE 	6		334000	334			No
11/20/2015	15-Nov	SINGLE FAMILY	616  STOCKELL ST 	6		140000	140			No
11/20/2015	15-Nov	SINGLE FAMILY	1019  W EASTLAND AVE 	6		112000	112			No
11/20/2015	15-Nov	SINGLE FAMILY	1426  SUMNER AVE 	6		329900	329.9			No
11/20/2015	15-Nov	SINGLE FAMILY	602  ROSEBANK AVE 	6		259900	259.9			No
11/20/2015	15-Nov	SINGLE FAMILY	417  LOCKLAND DR 	6		599000	599			No
11/20/2015	15-Nov	SINGLE FAMILY	409  LAKEHURST DR 	6		250000	250			No
11/20/2015	15-Nov	SINGLE FAMILY	409  BUSHNELL ST 	6		345000	345			No
11/20/2015	15-Nov	SINGLE FAMILY	2405  CONRAD DR 	6		120000	120			No
11/20/2015	15-Nov	SINGLE FAMILY	1115  SHELBY AVE 	6		462500	462.5			No
11/20/2015	15-Nov	SINGLE FAMILY	808  ROSEVIEW DR 	6		373200	373.2			No
11/20/2015	15-Nov	SINGLE FAMILY	1308  LENORE ST 	6		190000	190			No
11/20/2015	15-Nov	SINGLE FAMILY	4268  BRACKENWOOD DR 	7		198800	198.8			No
11/20/2015	15-Nov	SINGLE FAMILY	8220  LUREE LN 	7		122500	122.5			No
11/20/2015	15-Nov	SINGLE FAMILY	2756  FLEET DR 	7		177000	177			No
11/20/2015	15-Nov	SINGLE FAMILY	2012  HICKORY BROOK DR 	7		215500	215.5			No
11/20/2015	15-Nov	SINGLE FAMILY	5620  CHESTNUTWOOD TRL 	8		221000	221			No
11/20/2015	15-Nov	SINGLE FAMILY	359  FLUSHING DR 	8		240000	240			No
11/20/2015	15-Nov	SINGLE FAMILY	4637  BILLINGSGATE RD 	8		140000	140			No
11/20/2015	15-Nov	SINGLE FAMILY	1505  BRASS OAK TRCE 	8		147700	147.7			No
11/20/2015	15-Nov	SINGLE FAMILY	409  HICKORY TIMBER CT 	8		136000	136			No
11/20/2015	15-Nov	SINGLE FAMILY	4904  RIPPLE CV 	8		174000	174			No
11/20/2015	15-Nov	SINGLE FAMILY	3009  RAINSTONE PT 	8		139000	139			No
11/20/2015	15-Nov	SINGLE FAMILY	5071  PRESERVE BLVD 	8		144000	144			No
11/20/2015	15-Nov	SINGLE FAMILY	929  SCOVEL ST 	9		150000	150			No
11/23/2015	15-Nov	SINGLE FAMILY	711  29TH AVE N 	2		132900	132.9			No
11/23/2015	15-Nov	SINGLE FAMILY	5717  MAUDINA AVE 	2		365000	365			No
11/23/2015	15-Nov	SINGLE FAMILY	4205  COLORADO AVE 	2		331500	331.5			No
11/23/2015	15-Nov	SINGLE FAMILY	1305  15TH AVE S 	2		649900	649.9			No
11/23/2015	15-Nov	SINGLE FAMILY	525  CLEMATIS DR 	2		350500	350.5			No
11/23/2015	15-Nov	SINGLE FAMILY	808  CAMMACK CT 	2		395000	395			No
11/23/2015	15-Nov	SINGLE FAMILY	6408  BRESSLYN RD 	2		186000	186			No
11/23/2015	15-Nov	SINGLE FAMILY	3814  HOBBS RD 	2		1240003	1240.003			No
11/23/2015	15-Nov	SINGLE FAMILY	692  WILLIAMSPORT CT 	2		299900	299.9			No
11/23/2015	15-Nov	SINGLE FAMILY	116  CHEEKWOOD TER 	2		257500	257.5			No
11/23/2015	15-Nov	SINGLE FAMILY	3829  WILLIAMETTE DR 	2		214900	214.9			No
11/23/2015	15-Nov	SINGLE FAMILY	110  BELLE GLEN DR 	2		305000	305			No
11/23/2015	15-Nov	SINGLE FAMILY	1061  LYNNWOOD BLVD 	2		725000	725			No
11/23/2015	15-Nov	SINGLE FAMILY	636  INDIAN RIDGE DR 	2		325000	325			No
11/23/2015	15-Nov	SINGLE FAMILY	506  NEWTON AVE 	3		145900	145.9			No
11/23/2015	15-Nov	SINGLE FAMILY	1313  WESTVALE DR 	3		230000	230			No
11/23/2015	15-Nov	SINGLE FAMILY	401  PARMLEY LN 	4		223870	223.87			No
11/23/2015	15-Nov	SINGLE FAMILY	860  FONNIC DR 	5		270000	270			No
11/23/2015	15-Nov	SINGLE FAMILY	4063  BRICK CHURCH PIKE 	5		214000	214			No
11/23/2015	15-Nov	SINGLE FAMILY	2111  MCGAVOCK PIKE 	6		275000	275			No
11/23/2015	15-Nov	SINGLE FAMILY	1206  MERIDIAN ST 	6		315000	315			No
11/23/2015	15-Nov	SINGLE FAMILY	1414  KIRKLAND AVE 	6		120500	120.5			No
11/23/2015	15-Nov	SINGLE FAMILY	1507  DOUGLAS AVE 	6		293000	293			No
11/23/2015	15-Nov	SINGLE FAMILY	3921  MOSS ROSE DR 	6		295000	295			No
11/23/2015	15-Nov	SINGLE FAMILY	1013  MERIDIAN ST 	6		175000	175			No
11/23/2015	15-Nov	SINGLE FAMILY	1031  GRANADA AVE 	6		185000	185			No
11/23/2015	15-Nov	SINGLE FAMILY	517  S 14TH ST 	6		118000	118			No
11/23/2015	15-Nov	SINGLE FAMILY	1905  EASTSIDE AVE 	6		242000	242			No
11/23/2015	15-Nov	SINGLE FAMILY	3043  PENN MEADE WAY 	7		105000	105			No
11/23/2015	15-Nov	SINGLE FAMILY	2884  PADDLE WHEEL DR 	7		210000	210			No
11/23/2015	15-Nov	SINGLE FAMILY	1009  WYNTERGRACE FARM RD 	7		281000	281			No
11/23/2015	15-Nov	SINGLE FAMILY	3812  BONNACREEK DR 	7		140000	140			No
11/23/2015	15-Nov	SINGLE FAMILY	416  STONE CHIMNEY CT 	8		214900	214.9			No
11/23/2015	15-Nov	SINGLE FAMILY	1057  BLUE MOUNTAIN LN 	8		167000	167			No
11/23/2015	15-Nov	SINGLE FAMILY	839  REEVES RD 	8		156000	156			No
11/23/2015	15-Nov	SINGLE FAMILY	3044  BROMLEY WAY 	8		177000	177			No
11/23/2015	15-Nov	SINGLE FAMILY	1217  HUNTINGBORO CT 	8		122000	122			No
11/23/2015	15-Nov	SINGLE FAMILY	605  SUMMERTIME CT 	8		88500	88.5			No
11/23/2015	15-Nov	SINGLE FAMILY	5404  SUNNYVALE DR 	8		160000	160			No
11/24/2015	15-Nov	SINGLE FAMILY	305  32ND AVE S 	2		889000	889			No
11/24/2015	15-Nov	SINGLE FAMILY	928  SOUTHSIDE PL 	2		360000	360			No
11/24/2015	15-Nov	SINGLE FAMILY	912  ACKLEN AVE 	2		399900	399.9			No
11/24/2015	15-Nov	SINGLE FAMILY	3933  BRIDGEVIEW LN 	2		204900	204.9			No
11/24/2015	15-Nov	SINGLE FAMILY	269  CARRIAGE DR 	2		292000	292			No
11/24/2015	15-Nov	SINGLE FAMILY	7025  NATCHEZ POINTE BLVD 	2		457912	457.912			No
11/24/2015	15-Nov	SINGLE FAMILY	1616  EMERALD DR 	4		178000	178			No
11/24/2015	15-Nov	SINGLE FAMILY	3239  PANORAMA DR 	4		112500	112.5			No
11/24/2015	15-Nov	SINGLE FAMILY	1201  GENELLE DR 	5		293000	293			No
11/24/2015	15-Nov	SINGLE FAMILY	314  KEMPER DR S 	5		90000	90			No
11/24/2015	15-Nov	SINGLE FAMILY	505  VANTREASE RD 	6		205000	205			No
11/24/2015	15-Nov	SINGLE FAMILY	612  FEDDERS DR 	6		138000	138			No
11/24/2015	15-Nov	SINGLE FAMILY	1110  BERWICK TRL 	6		432989	432.989			No
11/24/2015	15-Nov	SINGLE FAMILY	1821  WILSON CAMP CIR 	6		170000	170			No
11/24/2015	15-Nov	SINGLE FAMILY	1001  MCMAHAN AVE 	6		349900	349.9			No
11/24/2015	15-Nov	SINGLE FAMILY	 	6		150000	150			No
11/24/2015	15-Nov	SINGLE FAMILY	1406  STRAIGHTWAY AVE 	6		180000	180			No
11/24/2015	15-Nov	SINGLE FAMILY	1825  WELCOME LN 	6		310000	310			No
11/24/2015	15-Nov	SINGLE FAMILY	916 A  POTTER LN 	6		399900	399.9			No
11/24/2015	15-Nov	SINGLE FAMILY	2613  TIFFANY DR 	6		175000	175			No
11/24/2015	15-Nov	SINGLE FAMILY	2701  PENNINGTON BEND RD 	7		75000	75			No
11/24/2015	15-Nov	SINGLE FAMILY	2300  DUNDEE LN 	7		195000	195			No
11/24/2015	15-Nov	SINGLE FAMILY	4421  JUNEAU DR 	7		163800	163.8			No
11/24/2015	15-Nov	SINGLE FAMILY	4844  MEDALIST CIR 	7		337353	337.353			No
11/24/2015	15-Nov	SINGLE FAMILY	405  LANDINGS WAY 	7		280000	280			No
11/24/2015	15-Nov	SINGLE FAMILY	2219  JUNE DR 	7		193500	193.5			No
11/24/2015	15-Nov	SINGLE FAMILY	1724  ROBINDALE CT 	8		273000	273			No
11/24/2015	15-Nov	SINGLE FAMILY	3333  QUAIL RUN CT 	8		205499	205.499			No
11/24/2015	15-Nov	SINGLE FAMILY	3417  HARBOR HILL PL 	8		151000	151			No
11/24/2015	15-Nov	SINGLE FAMILY	3241  THOROUGHBRED DR 	8		537500	537.5			No
11/24/2015	15-Nov	SINGLE FAMILY	3748  PRIEST LAKE DR 	8		166000	166			No
11/24/2015	15-Nov	SINGLE FAMILY	2556  ARBOR POINTE CV 	8		381409	381.409			No
11/24/2015	15-Nov	SINGLE FAMILY	712  MILBRIDGE CT 	8		184000	184			No
11/24/2015	15-Nov	SINGLE FAMILY	480  RURAL HILL RD 	8		134900	134.9			No
11/24/2015	15-Nov	SINGLE FAMILY	7545  W WINCHESTER DR 	8		86000	86			No
11/24/2015	15-Nov	SINGLE FAMILY	1520  ROCKGLADE RUN 	8		205000	205			No
11/25/2015	15-Nov	SINGLE FAMILY	2351  HERMAN ST 	2		82400	82.4			No
11/25/2015	15-Nov	SINGLE FAMILY	4122  ABERDEEN RD 	2		515000	515			No
11/25/2015	15-Nov	SINGLE FAMILY	4317  WESTLAWN DR 	2		775030	775.03			No
11/25/2015	15-Nov	SINGLE FAMILY	985  DAVIDSON DR 	2		382000	382			No
11/25/2015	15-Nov	SINGLE FAMILY	608  WOLFEBORO LN 	2		245011	245.011			No
11/25/2015	15-Nov	SINGLE FAMILY	409  PARMLEY LN 	4		208969	208.969			No
11/25/2015	15-Nov	SINGLE FAMILY	2909  RICH ACRES DR 	6		100000	100			No
11/25/2015	15-Nov	SINGLE FAMILY	215  QUEEN AVE 	6		100000	100			No
11/25/2015	15-Nov	SINGLE FAMILY	1404 A  LISCHEY AVE 	6		304500	304.5			No
11/25/2015	15-Nov	SINGLE FAMILY	1223  MCGAVOCK PIKE 	6		417000	417			No
11/25/2015	15-Nov	SINGLE FAMILY	709  KEETON CT 	7		237000	237			No
11/25/2015	15-Nov	SINGLE FAMILY	2547  SONAR ST 	7		115000	115			No
11/25/2015	15-Nov	SINGLE FAMILY	216  VALLEY BEND DR 	7		294572	294.572			No
11/25/2015	15-Nov	SINGLE FAMILY	7002  BONNACREST DR 	7		159900	159.9			No
11/25/2015	15-Nov	SINGLE FAMILY	1009  BRET RIDGE DR 	7		164700	164.7			No
11/25/2015	15-Nov	SINGLE FAMILY	229  WINDMILL TRL 	7		274900	274.9			No
11/25/2015	15-Nov	SINGLE FAMILY	1779  STONEWATER DR 	7		238050	238.05			No
11/25/2015	15-Nov	SINGLE FAMILY	3406  OLDFIELD DR 	7		145000	145			No
11/25/2015	15-Nov	SINGLE FAMILY	3425  WHITESAIL CT 	8		182000	182			No
