Zone	Parcel ID	Land Use	Property Address	Suite/ Condo   #	Property City	Sale Date	Sale Month	Month	Sale Day	sale year	date	value	Sale Group	Legal Reference	Sold As Vacant	Multiple Parcels Involved in Sale
6	083 07 0 162.00	SINGLE FAMILY	713  WILSONWOOD PL		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	150000		20151116-0115953	No	No
6	083 07 0 338.00	DUPLEX	2323  OAK CT		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	163000		20151117-0116713	No	No
6	083 10 0 026.00	SINGLE FAMILY	406 B  RUDOLPH AVE		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	469900		20151119-0117426	No	No
6	083 16 0 025.00	SINGLE FAMILY				11/13/2015	11	Nov	13	2015	11/13/2015	220000		20151113-0115745	No	No
7	064 13 0B 059.00	RESIDENTIAL CONDO	304  LAUREL HILL DR		OLD HICKORY	11/13/2015	11	Nov	13	2015	11/13/2015	127500		20151130-0120016	No	No
7	084 16 0 001.00	SINGLE FAMILY	2402  SELMA AVE		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	110000		20151116-0115865	No	No
7	086 16 0 079.00	SINGLE FAMILY	4273  VALLEY GROVE DR		HERMITAGE	11/13/2015	11	Nov	13	2015	11/13/2015	70025		20151116-0115878	No	No
7	095 08 0 151.00	SINGLE FAMILY	2512  DAVID DR		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	167500		20151116-0115838	No	No
7	096 10 0 240.00	SINGLE FAMILY	713  BRAIDWOOD DR		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	122700		20151117-0116681	No	No
7	096 15 0 055.00	SINGLE FAMILY	3103  BOULDER PARK DR		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	108100		20151116-0115809	No	No
8	110 03 0A 065.00	SINGLE FAMILY	2817  LAKESIDE MEADOWS CIR		MOUNT JULIET	11/13/2015	11	Nov	13	2015	11/13/2015	272828		20151116-0115946	No	No
8	110 03 0A 129.00	SINGLE FAMILY	2753  ALVIN SPERRY PASS		MOUNT JULIET	11/13/2015	11	Nov	13	2015	11/13/2015	302865		20151118-0116995	No	No
8	119 16 0 076.00	SINGLE FAMILY	926  DRUMMOND DR		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	145000		20151119-0117489	No	No
8	135 16 0B 127.00	RESIDENTIAL CONDO	656  FLINTLOCK CT		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	120000		20151117-0116748	No	No
8	136 13 0 061.00	SINGLE FAMILY	227  BELL RD		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	127200		20151118-0116901	No	No
8	136 13 0 135.00	SINGLE FAMILY	3125  GOODWIN DR		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	189900		20151118-0116945	No	No
8	137 04 0B 043.00	SINGLE FAMILY	2305  ARBOR POINTE WAY		HERMITAGE	11/13/2015	11	Nov	13	2015	11/13/2015	361997		20151119-0117445	No	No
8	149 02 0 075.00	SINGLE FAMILY	2557  OAK FOREST DR		ANTIOCH	11/13/2015	11	Nov	13	2015	11/13/2015	131000		20151117-0116495	No	No
8	150 11 0 303.00	SINGLE FAMILY	208  LEGEND CT		ANTIOCH	11/13/2015	11	Nov	13	2015	11/13/2015	142900		20151204-0122494	No	No
8	151 10 0A 074.00	SINGLE FAMILY	709  WINCHESTER PL		ANTIOCH	11/13/2015	11	Nov	13	2015	11/13/2015	150000		20151125-0119531	No	No
8	165 13 0A 146.00	SINGLE FAMILY	3961  PEPPERWOOD DR		ANTIOCH	11/13/2015	11	Nov	13	2015	11/13/2015	150000		20151119-0117606	No	No
9	081 08 4B 006.00	RESIDENTIAL CONDO	710  BUCHANAN ST	16	NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	340000		20151117-0116588	No	No
9	081 12 0T 461.00	RESIDENTIAL CONDO	1350  ROSA L PARKS BLVD	461	NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	245000		20151119-0117463	No	No
9	081 16 0 552.00	SINGLE FAMILY	1106  JACKSON ST		NASHVILLE	11/13/2015	11	Nov	13	2015	11/13/2015	230000		20151117-0116483	No	No
2	105 01 0 040.00	SINGLE FAMILY	913  14TH AVE S		NASHVILLE	11/15/2015	11	Nov	15	2015	11/15/2015	365000		20151125-0119508	No	No
2	091 13 0 267.00	SINGLE FAMILY	412  EASTBORO DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	125000		20151120-0118124	No	No
2	102 08 0 024.00	SINGLE FAMILY	6413  LANSING DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	389900		20151118-0117083	No	No
2	104 14 0A 003.00	SINGLE FAMILY	2834  WESTWOOD AVE		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	269000		20151118-0117114	No	No
2	117 03 0A 006.00	RESIDENTIAL CONDO	3000  HILLSBORO PIKE	6	NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	230000		20151118-0116888	No	No
2	117 03 0A 114.00	RESIDENTIAL CONDO	3000  HILLSBORO PIKE	114	NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	224900		20151118-0117011	No	No
2	117 04 0 339.00	SINGLE FAMILY	1830  PRIMROSE AVE		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	495000		20151118-0116990	No	No
2	117 07 0 084.00	DUPLEX				11/16/2015	11	Nov	16	2015	11/16/2015	510000		20151125-0120010	No	No
2	131 02 3A 008.00	RESIDENTIAL CONDO	4223  STAMMER PL		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	649280		20151119-0117551	No	No
2	132 13 0 025.00	SINGLE FAMILY	952  VAN LEER DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	655730		20151125-0119506	No	No
2	155 15 0A 105.00	SINGLE FAMILY	5240  BEECH RIDGE RD		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	304000		20151117-0116614	No	No
2	158 09 0A 009.00	SINGLE FAMILY	6316  CHICKERING WOODS DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	529000		20151118-0117187	No	No
3	081 11 0 578.00	SINGLE FAMILY	1534  14TH AVE N		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	329900		20151117-0116706	No	No
3	091 06 0 381.00	SINGLE FAMILY	5613  TENNESSEE AVE		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	417000		20151117-0116753	No	No
3	102 03 0 101.00	SINGLE FAMILY	6515  MARAUDER DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	242000		20151118-0116910	No	No
6	043 15 0 253.00	SINGLE FAMILY	304  WARRIOR RD		MADISON	11/16/2015	11	Nov	16	2015	11/16/2015	62000		20151204-0122522	No	No
6	052 16 0 016.00	SINGLE FAMILY	804  CANTON PASS		MADISON	11/16/2015	11	Nov	16	2015	11/16/2015	137000		20151125-0119461	No	No
6	053 09 0B 050.00	SINGLE FAMILY	1800  WILSON CAMP CIR		MADISON	11/16/2015	11	Nov	16	2015	11/16/2015	173000		20151118-0117000	No	No
6	060 11 0A 020.00	SINGLE FAMILY	301  BURLWOOD CT		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	104000		20151124-0119014	No	No
6	071 12 0 058.00	SINGLE FAMILY	1840  JOY CIR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	118140		20151123-0118594	No	No
6	072 05 0B 001.00	RESIDENTIAL CONDO	1001 A  DOZIER PL		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	349900		20151119-0117398	No	No
6	072 10 0 006.00	SINGLE FAMILY	1025  DOZIER PL		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	337000		20151119-0117469	No	No
6	072 15 0 247.00	SINGLE FAMILY	1522  RIVERSIDE DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	245000		20151120-0117714	No	No
6	072 16 0 029.00	SINGLE FAMILY	1915  BERKSHIRE DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	216000		20151118-0116956	No	No
6	083 04 0 121.00	SINGLE FAMILY	1216  PRESTON DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	282500		20151118-0117186	No	No
6	083 07 0R 002.00	RESIDENTIAL CONDO	709 B  SKYVIEW DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	469900		20151119-0117600	No	No
6	083 12 0 157.00	SINGLE FAMILY	2507  EASTLAND AVE		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	225000		20151117-0116731	No	No
6	084 01 0 078.00	SINGLE FAMILY	2605  COLBERT DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	173469		20151207-0122827	No	No
7	053 16 0 298.00	SINGLE FAMILY	1024  DONOHO DR		OLD HICKORY	11/16/2015	11	Nov	16	2015	11/16/2015	184900		20151119-0117474	No	No
7	063 04 0A 074.00	SINGLE FAMILY	1125  CLEVELAND HALL BLVD		OLD HICKORY	11/16/2015	11	Nov	16	2015	11/16/2015	414900		20151120-0118052	No	No
7	064 02 0 024.00	SINGLE FAMILY	306  RISING SUN LN		OLD HICKORY	11/16/2015	11	Nov	16	2015	11/16/2015	387500		20151118-0117190	No	No
7	073 07 0 109.00	SINGLE FAMILY	2404  MELBOURNE DR		NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	187900		20151117-0116738	No	No
7	075 12 0F 094.00	RESIDENTIAL CONDO	735  TULIP GROVE RD	349	HERMITAGE	11/16/2015	11	Nov	16	2015	11/16/2015	167000		20151123-0118750	No	No
7	086 14 0B 144.00	SINGLE FAMILY	3429  PARKWOOD CT		HERMITAGE	11/16/2015	11	Nov	16	2015	11/16/2015	183000		20151118-0116835	No	No
8	135 08 0B 022.00	RESIDENTIAL CONDO	3030  NED SHELTON RD	207	NASHVILLE	11/16/2015	11	Nov	16	2015	11/16/2015	143000		20151118-0117184	No	No
8	163 04 0A 447.00	RESIDENTIAL CONDO	3001  HAMILTON CHURCH RD	447	ANTIOCH	11/16/2015	11	Nov	16	2015	11/16/2015	124900		20151118-0117219	No	No
8	163 04 0A 501.00	RESIDENTIAL CONDO	3001  HAMILTON CHURCH RD	501	ANTIOCH	11/16/2015	11	Nov	16	2015	11/16/2015	130000		20151120-0117686	No	No
8	163 16 0A 109.00	RESIDENTIAL CONDO	2002  ETHAN LN		ANTIOCH	11/16/2015	11	Nov	16	2015	11/16/2015	120000		20151125-0119810	No	No
2	103 14 0 011.00	SINGLE FAMILY				11/17/2015	11	Nov	17	2015	11/17/2015	365000		20151119-0117476	No	No
2	103 14 0D 001.00	RESIDENTIAL CONDO	78 A  BROOKWOOD TER		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	365000		20151119-0117476	Yes	Yes
2	105 01 0 052.00	SINGLE FAMILY	912  14TH AVE S		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	289000		20151118-0117077	No	No
2	105 10 0C 736.00	RESIDENTIAL CONDO	736  WEDGEWOOD PARK		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	330000		20151119-0117494	No	No
2	117 03 0A 061.00	RESIDENTIAL CONDO	3000  HILLSBORO PIKE	61	NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	192222		20151119-0117491	No	No
2	117 09 0C 007.00	SINGLE FAMILY	404  CHARLESGATE CT		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	610000		20151117-0116750	No	No
2	118 01 0 433.00	SINGLE FAMILY				11/17/2015	11	Nov	17	2015	11/17/2015	562500		20151118-0117196	No	No
2	131 03 1K 002.00	RESIDENTIAL CONDO	4113 B  ORIOLE PL		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	655000		20151118-0117048	No	No
2	132 07 0 029.00	SINGLE FAMILY	4311  PRESCOTT RD		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	350000		20151119-0117481	No	No
2	142 05 0B 062.00	RESIDENTIAL CONDO	8300  SAWYER BROWN RD	K-307	NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	187000		20151119-0117275	No	No
2	144 02 0 005.00	SINGLE FAMILY	1131  CRATER HILL DR		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	860000		20151209-0123731	No	No
2	158 03 0 082.00	SINGLE FAMILY	6205  MELBOURNE DR		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	965000		20151117-0116756	No	No
3	081 11 0 225.00	DUPLEX	1620  CENTURY ST		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	83000		20151120-0118178	No	No
3	102 04 0 119.00	SINGLE FAMILY	6463  THUNDERBIRD DR		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	165000		20151201-0121190	No	No
4	069 12 0 077.01	SINGLE FAMILY	2200  COURTNEY AVE		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	170000		20151118-0116802	No	No
6	042 11 0B 037.00	RESIDENTIAL CONDO	149  HERITAGE TRACE DR		MADISON	11/17/2015	11	Nov	17	2015	11/17/2015	79900		20151202-0121439	No	No
6	082 15 0A 094.00	RESIDENTIAL CONDO	2115  YEAMAN PL	434	NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	232000		20151119-0117365	No	No
6	083 12 0 084.00	SINGLE FAMILY	2515  BRITTANY DR		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	251500		20151119-0117358	No	No
7	062 02 0A 157.00	SINGLE FAMILY	101  PADDLEWHEEL CT		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	149900		20151123-0118501	No	No
7	075 09 0 013.00	SINGLE FAMILY	7006  BONNACREST DR		HERMITAGE	11/17/2015	11	Nov	17	2015	11/17/2015	109750		20151119-0117519	No	No
7	087 05 0A 058.00	SINGLE FAMILY	5946  COLCHESTER DR		HERMITAGE	11/17/2015	11	Nov	17	2015	11/17/2015	155001		20151211-0124833	No	No
8	098 05 0 003.00	SINGLE FAMILY	6020  PORT JAMAICA DR		HERMITAGE	11/17/2015	11	Nov	17	2015	11/17/2015	310000		20151124-0118993	No	No
8	098 09 0A 103.00	SINGLE FAMILY	5316  MAST PT		HERMITAGE	11/17/2015	11	Nov	17	2015	11/17/2015	249900		20151119-0117542	No	No
8	110 03 0A 123.00	SINGLE FAMILY	2824  LAKESIDE MEADOWS CIR		MOUNT JULIET	11/17/2015	11	Nov	17	2015	11/17/2015	316071		20151118-0117081	No	No
8	124 00 0 002.00	SINGLE FAMILY	2228  GRANNY WRIGHT LN		HERMITAGE	11/17/2015	11	Nov	17	2015	11/17/2015	165000		20151119-0117472	No	No
8	136 14 0 122.00	SINGLE FAMILY	2932  STARBOARD DR		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	160000		20151120-0117850	No	No
8	148 08 0 246.00	SINGLE FAMILY	805  XAVIER CT		ANTIOCH	11/17/2015	11	Nov	17	2015	11/17/2015	144500		20151120-0117907	No	No
8	150 05 0 038.00	SINGLE FAMILY	3020  ANDERSON RD		NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	172000		20151124-0119051	No	No
8	176 05 0A 067.00	SINGLE FAMILY	5353  SUNNYVALE DR		ANTIOCH	11/17/2015	11	Nov	17	2015	11/17/2015	172000		20151123-0118488	No	No
8	176 05 0A 126.00	SINGLE FAMILY	5445  HICKORY WOODS DR		ANTIOCH	11/17/2015	11	Nov	17	2015	11/17/2015	170000		20151125-0119801	No	No
9	093 13 0C 211.00	RESIDENTIAL CONDO	600  12TH AVE S	908	NASHVILLE	11/17/2015	11	Nov	17	2015	11/17/2015	410000		20151117-0116720	No	No
2	105 10 0J 011.00	RESIDENTIAL CONDO	1815  RIDLEY BLVD	11	NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	382500		20151123-0118567	No	No
2	131 01 0 052.00	SINGLE FAMILY				11/18/2015	11	Nov	18	2015	11/18/2015	395000		20151130-0120619	No	No
2	131 01 2A 001.00	RESIDENTIAL CONDO	2519  HOBBS RD		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	395000		20151130-0120619	Yes	Yes
2	156 05 0 012.00	SINGLE FAMILY	944  HARPETH BEND DR		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	218900		20151118-0117069	No	No
2	156 10 0 030.00	SINGLE FAMILY	7932  MEADOW VIEW DR		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	500000		20151119-0117515	No	No
3	091 02 0 223.00	SINGLE FAMILY	6009  PENNSYLVANIA AVE		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	200000		20151120-0117924	No	No
3	091 06 0 082.00	SINGLE FAMILY				11/18/2015	11	Nov	18	2015	11/18/2015	140000		20151118-0117070	No	No
3	114 07 0B 180.00	SINGLE FAMILY	1769  HALEYS HOPE CT		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	290000		20151120-0118128	No	No
4	059 15 0A 156.00	SINGLE FAMILY	3613  CUMBERLAND COVE CT		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	223251		20151119-0117437	No	No
6	042 11 0B 047.00	RESIDENTIAL CONDO	403  COLUMBUS TRACE CT		MADISON	11/18/2015	11	Nov	18	2015	11/18/2015	129000		20151119-0117322	No	No
6	072 03 0 341.00	SINGLE FAMILY	1122  SHELTON AVE		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	385000		20151125-0119964	No	No
6	072 09 0 400.00	SINGLE FAMILY	1009  CAROLYN AVE		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	130000		20151120-0118120	No	No
6	083 12 0 170.00	SINGLE FAMILY				11/18/2015	11	Nov	18	2015	11/18/2015	235000		20151120-0118057	No	No
6	094 02 0B 003.00	RESIDENTIAL CONDO	1801 A  SEVIER ST		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	385000		20151125-0119872	No	No
7	053 16 0 041.00	SINGLE FAMILY	109  RINER DR		OLD HICKORY	11/18/2015	11	Nov	18	2015	11/18/2015	88000		20151123-0118241	No	No
7	062 02 0A 141.00	SINGLE FAMILY	217  STEAMBOAT CT		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	132000		20151120-0117775	No	No
7	063 04 0A 080.00	SINGLE FAMILY	813  CLEVELAND HALL CT		OLD HICKORY	11/18/2015	11	Nov	18	2015	11/18/2015	60000		20151123-0118821	Yes	No
7	063 04 0A 081.00	SINGLE FAMILY	817  CLEVELAND HALL CT		OLD HICKORY	11/18/2015	11	Nov	18	2015	11/18/2015	60000		20151123-0118811	Yes	No
7	075 11 0 080.00	SINGLE FAMILY	500  DUTCHMANS DR		HERMITAGE	11/18/2015	11	Nov	18	2015	11/18/2015	150000		20151123-0118667	No	No
7	095 07 0 026.00	SINGLE FAMILY	310  WOODBERRY DR		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	246500		20151120-0117656	No	No
8	098 13 0A 043.00	SINGLE FAMILY	412  ANNAPOLIS CIR		HERMITAGE	11/18/2015	11	Nov	18	2015	11/18/2015	265000		20151120-0117972	No	No
8	135 10 0C 042.00	SINGLE FAMILY	2320  S GRAFTON CT		NASHVILLE	11/18/2015	11	Nov	18	2015	11/18/2015	163770		20151120-0118004	No	No
8	163 02 0B 091.00	SINGLE FAMILY	725  FRODO LN		ANTIOCH	11/18/2015	11	Nov	18	2015	11/18/2015	213500		20151119-0117540	No	No
2	104 02 0J 006.00	RESIDENTIAL CONDO	3135  LONG BLVD	6	NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	250000		20151130-0120489	No	No
2	104 11 0G 004.00	RESIDENTIAL CONDO	2139 D  ACKLEN AVE		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	265000		20151222-0128752	No	No
2	105 10 0J 013.00	RESIDENTIAL CONDO	1815  RIDLEY BLVD	13	NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	384500		20151125-0119563	No	No
2	117 03 0H 133.00	RESIDENTIAL CONDO	2600  HILLSBORO PIKE	133	NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	259900		20151130-0120576	No	No
2	117 09 0 087.00	SINGLE FAMILY	2830  SUGARTREE RD		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	400000		20151125-0119870	No	No
2	118 13 0K 002.00	RESIDENTIAL CONDO	907  ALBERT CT		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	860000		20151124-0119384	No	No
2	129 05 0 002.00	SINGLE FAMILY	6640  JOCELYN HOLLOW RD		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	429000		20151124-0119361	No	No
2	130 01 0 009.00	SINGLE FAMILY	119  ALLENDALE DR		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	384700		20151123-0118534	No	No
2	130 08 0 149.00	SINGLE FAMILY	4313  LINDAWOOD DR		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	765000		20151125-0119804	No	No
2	132 05 0F 002.00	RESIDENTIAL CONDO	4146  OUTER DR		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	635900		20151124-0119295	No	No
2	142 05 0A 079.00	RESIDENTIAL CONDO	405  PLANTATION CT		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	215000		20151125-0119439	No	No
3	081 02 0 091.00	SINGLE FAMILY	1723  NUBELL ST		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	130000		20151123-0118646	No	Yes
3	081 02 0 092.00	SINGLE FAMILY	1721  NUBELL ST		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	130000		20151123-0118646	No	Yes
3	081 02 0 093.00	DUPLEX	1719  NUBELL ST		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	130000		20151123-0118646	No	Yes
3	081 02 0 132.00	SINGLE FAMILY	1715  MCKINNEY AVE		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	130000		20151123-0118646	No	Yes
3	091 07 0 355.00	SINGLE FAMILY	5300  MICHIGAN AVE		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	282900		20151123-0118417	No	No
3	092 05 0 314.00	SINGLE FAMILY	3206  TORBETT ST		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	30000		20151123-0118523	No	No
4	070 06 0 038.00	SINGLE FAMILY	1204  W TRINITY LN		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	2040000		20151130-0120429	No	Yes
4	070 06 0 041.00	SINGLE FAMILY	1110  W TRINITY LN		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	2040000		20151130-0120429	No	Yes
4	070 06 0 042.00	SINGLE FAMILY	1110  W TRINITY LN		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	2040000		20151130-0120429	No	Yes
4	070 06 0 043.00	RESIDENTIAL COMBO/MISC	1118  W TRINITY LN		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	2040000		20151130-0120429	No	Yes
6	052 07 0 100.00	SINGLE FAMILY	113  SANITARIUM RD		MADISON	11/19/2015	11	Nov	19	2015	11/19/2015	180000		20151120-0117836	No	No
6	071 08 0 030.00	SINGLE FAMILY	323  DUKE ST		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	100000		20151120-0118118	No	Yes
6	071 08 0 031.00	SINGLE FAMILY	325  DUKE ST		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	100000		20151120-0118118	No	Yes
6	071 16 0 129.00	SINGLE FAMILY	1400  JEWEL ST		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	180000		20151123-0118564	No	No
6	072 05 0 064.00	SINGLE FAMILY	907  ELVIRA AVE		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	140000		20151120-0117882	No	No
6	072 05 0 083.00	SINGLE FAMILY	915  THOMAS AVE		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	140000		20151120-0117887	No	No
6	073 13 0 036.00	SINGLE FAMILY				11/19/2015	11	Nov	19	2015	11/19/2015	225500		20151120-0117842	No	No
6	082 12 0A 108.00	RESIDENTIAL CONDO	926  WOODLAND ST	108	NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	210000		20151124-0119211	No	No
6	083 02 0 192.00	SINGLE FAMILY	1600  DOUGLAS AVE		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	411000		20151123-0118809	No	No
6	083 05 0 322.00	SINGLE FAMILY	1302  CALVIN AVE		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	475000		20151123-0118503	No	No
6	083 11 0 108.00	SINGLE FAMILY	2321  BRITTANY DR		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	265000		20151123-0118494	No	No
6	094 01 0 382.00	SINGLE FAMILY	1520  LONG AVE		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	240000		20151123-0118663	No	No
7	064 16 0E 029.00	RESIDENTIAL CONDO	502  GRIFFIN CIR		HERMITAGE	11/19/2015	11	Nov	19	2015	11/19/2015	180000		20151214-0125287	No	No
7	064 16 0E 052.00	RESIDENTIAL CONDO	547  GRIFFIN CIR		HERMITAGE	11/19/2015	11	Nov	19	2015	11/19/2015	182000		20151130-0120262	No	No
7	073 12 0 080.00	SINGLE FAMILY	2422  VALE LN		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	175000		20151124-0119005	No	No
7	087 00 0 140.00	SINGLE FAMILY	4344  CENTRAL PIKE		HERMITAGE	11/19/2015	11	Nov	19	2015	11/19/2015	115000		20151215-0125869	No	No
7	095 05 0B 153.00	RESIDENTIAL CONDO	2120  LEBANON PIKE	71	NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	145500		20151203-0121879	No	No
7	096 11 0 195.00	SINGLE FAMILY	3203  LAKELAND DR		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	201500		20151123-0118795	No	No
7	097 02 0A 033.00	RESIDENTIAL CONDO	1214  RIVERBROOK DR		HERMITAGE	11/19/2015	11	Nov	19	2015	11/19/2015	177000		20151124-0119109	No	No
8	098 00 0 164.00	SINGLE FAMILY	5333  JOHN HAGAR RD		MOUNT JULIET	11/19/2015	11	Nov	19	2015	11/19/2015	265000		20151210-0124468	No	No
8	098 09 0A 075.00	SINGLE FAMILY	5405  MAINSAIL LN		HERMITAGE	11/19/2015	11	Nov	19	2015	11/19/2015	230000		20151124-0119303	No	No
8	120 02 0 014.00	SINGLE FAMILY	1312  KERMIT DR		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	104000		20151124-0118889	No	No
8	135 05 0 037.00	SINGLE FAMILY	306  HONEYHILL DR		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	124500		20151214-0125701	No	No
8	136 11 0 043.00	SINGLE FAMILY	3705  WOOD BRIDGE CT		NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	182000		20151124-0119227	No	No
8	163 04 0A 444.00	RESIDENTIAL CONDO	3001  HAMILTON CHURCH RD	444	ANTIOCH	11/19/2015	11	Nov	19	2015	11/19/2015	119000		20151123-0118284	No	No
8	164 10 0A 062.00	SINGLE FAMILY	2704  STREAMFIRE CV		ANTIOCH	11/19/2015	11	Nov	19	2015	11/19/2015	160000		20151123-0118733	No	No
9	081 08 4B 007.00	RESIDENTIAL CONDO	710  BUCHANAN ST	15	NASHVILLE	11/19/2015	11	Nov	19	2015	11/19/2015	335000		20151124-0119118	No	No
